CIF_NO,CUSTOMERNAME,DOB,GENDER,PAN_NO,MOBILE,CITY,STATE,OCCUPATIONTYPE,MONTHLY_INCOME,CREDIT_SCORE,CUSTOMER_SINCE_DATE
702179,Sneha Banerjee,1962-02-16,F,DHJJB7428K,8702740084,Surat,Gujarat,Self Employed,282053.63,742,2011-06-26
702180,Neha Sen,1990-12-21,F,MMZZB0162D,8561500120,Ahmedabad,Gujarat,Business,486244.64,821,2014-06-30
702181,Latha Iyer,1978-09-11,F,RJPDZ3476U,9479422176,Delhi,Delhi,Salaried,164746.43,545,2025-01-02
702182,Janani Menon,1992-08-22,F,FBPAJ6187O,7670415180,Lucknow,Uttar Pradesh,Salaried,24670.77,693,2010-02-03
702183,Devi Nambiar,1980-04-22,F,VVAPY5909Q,9892450065,Chennai,Tamil Nadu,Salaried,169700.77,706,2013-04-01
702184,Janani Thakur,1965-12-31,F,OGKPD4139X,9920899370,Mumbai,Maharashtra,Professional,231224.74,718,2010-05-26
702185,Naveen Das,1971-05-26,M,OIXKJ9937D,8875339970,Patna,Bihar,Retired,27471.64,538,2014-06-19
702186,Bharath Balasubramanian,1972-11-05,M,SZNLS8791U,8901401622,Delhi,Delhi,Self Employed,100791.34,493,2021-02-01
702187,Rohit Chauhan,1969-01-15,M,FMXUI0399B,8302674326,Kanpur,Uttar Pradesh,Farmer,30844.91,466,2011-12-02
702188,Gayathri Saha,2004-06-13,F,GNNUV3916J,9353264883,Pune,Maharashtra,Self Employed,220120.59,630,2021-12-29
702189,Praveen Subramaniam,1960-02-12,M,WNOBH2623L,6236971222,Delhi,Delhi,Professional,353916.32,891,2022-06-15
702190,Amit Rajendran,1997-01-23,M,AZOSV9832J,7708463611,Chennai,Tamil Nadu,Professional,125526.19,689,2024-04-30
702191,Vikram Reddy,1992-02-24,M,DZXZD2496Q,8595125308,Mumbai,Maharashtra,Self Employed,299556.31,553,2011-12-18
702192,Revathi Pandey,1979-01-22,F,YUVSY3043K,8528952869,Bengaluru,Karnataka,Government Employee,42083.33,701,2011-09-16
702193,Geetha Rana,1986-04-06,F,TJLAT5551N,7980811594,Jaipur,Rajasthan,Government Employee,130119.5,640,2012-10-30
702194,Shanthi Tiwari,1966-03-10,F,DICBV7401D,6307486759,Patna,Bihar,Salaried,83951.25,685,2020-07-25
702195,Jagan Chauhan,1977-09-08,M,RYXWZ8051W,8110817195,Surat,Gujarat,Salaried,149533.14,626,2016-07-03
702196,Rohit Ghosh,1996-02-05,M,SSPBV1405F,6052966704,Ahmedabad,Gujarat,Professional,141097.71,546,2013-07-06
702197,Fathima Dutta,1978-06-28,F,WDPXK6589I,7068936022,Mumbai,Maharashtra,Salaried,145866.86,618,2015-05-10
702198,Balaji Iyengar,1975-04-12,M,EGOAF3795W,7935569162,Delhi,Delhi,Business,190306.16,737,2012-04-30
702199,Yamuna Murugan,1984-11-06,F,QYQHW0668E,7728638426,Mumbai,Maharashtra,Salaried,173909.75,-1,2012-03-01
702200,Gopal Bose,1962-04-11,M,FZPBE7181A,7137068220,Surat,Gujarat,Salaried,154200.23,698,2013-06-09
702201,Priya Mukherjee,1989-10-10,F,YFMKZ4334C,9831067454,Ahmedabad,Gujarat,Salaried,176472.26,785,2018-12-16
702202,Devi Menon,1965-03-08,F,PUPTZ8382Y,8128187940,Bhubaneswar,Odisha,Self Employed,299136.51,568,2015-03-11
702203,Chitra Desai,1957-02-13,F,POXWZ8591Y,7030479704,Bhubaneswar,Odisha,Salaried,177561.22,769,2023-04-12
702204,Lakshmi Mehta,1964-04-28,F,CCJXY3491M,6105289662,Surat,Gujarat,Business,486061.91,676,2020-01-01
702205,Vikram Perumal,1996-09-13,M,NZSIK4406H,7401043982,Kolkata,West Bengal,Salaried,64760.57,688,2016-04-16
702206,Bharath Singh,1983-10-23,M,JPCSU9632O,7856131158,Bengaluru,Karnataka,Professional,318841.53,789,2021-03-25
702207,Chandran Nair,1962-09-21,M,QMLUX4631K,6515923291,Jaipur,Rajasthan,Salaried,84292.38,658,2016-12-16
702208,Rekha Perumal,1969-05-23,F,GZOGT7274M,8995203768,Ahmedabad,Gujarat,Salaried,24954.66,695,2011-12-11
702209,Naveen Raman,1985-11-07,M,OXDWG1756B,8765816702,Bengaluru,Karnataka,Self Employed,47267.51,731,2016-12-15
702210,Swathi Nair,1961-01-02,F,LOWMG1845T,7072512534,Patna,Bihar,Salaried,172083.03,732,2012-05-05
702211,Meena Bose,1974-01-26,F,DQUHQ6163P,6565981687,Kolkata,West Bengal,Farmer,32461.08,748,2012-06-05
702212,Sathish Sen,1979-12-27,M,LRAVE3332Q,7697696603,Chennai,Tamil Nadu,Farmer,32365.55,794,2012-11-03
702213,Manoj Deshmukh,1996-08-28,M,WLRRA0856B,7069869730,Lucknow,Uttar Pradesh,Salaried,163220.23,722,2020-03-04
702214,Chitra Bose,1989-12-25,F,HCPKO8528T,8428698569,Hyderabad,Telangana,Business,474109.12,630,2022-07-09
702215,Farooq Nambiar,1998-04-19,M,LKGYG3552F,9605556082,Hyderabad,Telangana,Salaried,43931.8,-1,2010-09-25
702216,Amit Nair,1984-11-26,M,VQQEH4217G,8133888652,Hyderabad,Telangana,Salaried,45302.79,900,2013-03-27
702217,Janani Yadav,1969-05-13,F,VSOOB3768L,7205861618,Kolkata,West Bengal,Salaried,88495.75,-1,2010-10-01
702218,Ganesh Bose,1987-02-19,M,JHAOI3322H,7677227529,Chandigarh,Chandigarh,Retired,79627.34,669,2022-12-18
702219,Saranya Elumalai,1984-06-19,F,XZNGE4453Z,8405484779,Mumbai,Maharashtra,Business,148061.6,708,2019-03-08
702220,Latha Nair,1990-02-10,F,ZVRUH6193T,8827293678,Bengaluru,Karnataka,Self Employed,263744.26,601,2019-02-06
702221,Rahul Kulkarni,1982-11-06,M,BDZWB8094V,7210184952,Kolkata,West Bengal,Business,399314.06,465,2024-11-06
702222,Rajesh Tiwari,1975-04-10,M,AMQOB7628P,8982167373,Madurai,Tamil Nadu,Salaried,74403.47,599,2015-01-12
702223,Praveen Menon,1964-11-03,M,RMWWI2266H,6153711923,Jaipur,Rajasthan,Business,31104.46,679,2021-11-01
702224,Sathish Desai,1963-02-14,M,HNDQK3162L,8721966788,Nashik,Maharashtra,Self Employed,152743.17,723,2020-01-03
702225,Rajini Das,1994-03-23,F,RGSHO9778F,8991173509,Mumbai,Maharashtra,Business,463077.89,675,2021-04-26
702226,Bharath Das,1996-11-14,M,BKDSA4235H,7437331415,Patna,Bihar,Salaried,156056.68,748,2017-02-17
702227,Esther Ghosh,1992-04-22,F,MFMAH2223E,6336988965,Hyderabad,Telangana,Farmer,12373.15,767,2012-10-22
702228,Indira Shah,1968-04-07,F,NZVMT6850M,7198932785,Mumbai,Maharashtra,Self Employed,219472.29,767,2023-03-12
702229,Revathi Reddy,1988-01-23,F,CCXXN5408X,9648276307,Surat,Gujarat,Government Employee,109848.04,673,2016-03-20
702230,Balaji Yadav,1958-11-07,M,RBHOK2478N,8295271208,Kolkata,West Bengal,Professional,237208.22,681,2024-10-22
702231,Ramesh Elumalai,1962-09-20,M,TPLGQ6266D,7229856128,Bengaluru,Karnataka,Salaried,133485.46,653,2021-12-07
702232,Malathi Elumalai,1985-02-22,F,CBQVF5495Q,9059305446,Bengaluru,Karnataka,Business,85170.74,590,2024-06-13
702233,Mani Sen,2003-04-21,M,ZBRCX5657W,9131602939,Patna,Bihar,Self Employed,159680.78,809,2012-06-17
702234,Sowmya Verma,1969-07-08,F,BDUEH8408F,6885320878,Kolkata,West Bengal,Self Employed,170231.76,555,2014-01-31
702235,Prakash Ghosh,1976-10-04,M,TCKAH7713J,8509282945,Surat,Gujarat,Business,427457.08,666,2020-10-16
702236,Yamuna Sharma,2001-05-24,F,GRDDV2879S,6836275842,Surat,Gujarat,Salaried,45791.2,695,2024-07-23
702237,Priya Bhat,1972-12-02,F,GZWCA9950H,9185229984,Mumbai,Maharashtra,Retired,45709.19,470,2015-07-28
702238,Suresh Roy,1974-12-19,M,UEPNM5835A,9399358130,Delhi,Delhi,Salaried,96891.18,744,2024-12-21
702239,Ramesh Iyer,2004-12-02,M,JETII6990L,7130141406,Surat,Gujarat,Salaried,171669.49,640,2014-12-20
702240,Sathish Reddy,1981-08-26,M,ZNDFB1317U,8274178302,Hyderabad,Telangana,Business,425502.73,695,2013-11-25
702241,Gayathri Murugan,1977-01-07,F,WMKXP8543T,9601360172,Surat,Gujarat,Farmer,12582.53,642,2024-11-14
702242,Nandhini Tiwari,1957-12-08,F,GHWWX8852V,9242011499,Mumbai,Maharashtra,Salaried,172516.07,528,2025-02-23
702243,Dilip Verma,1975-02-26,M,MVTTR6352F,9834577121,Bengaluru,Karnataka,Government Employee,83512.53,692,2022-06-30
702244,Arun Yadav,1970-11-21,M,OWFCL1438C,9255999357,Chandigarh,Chandigarh,Self Employed,166566.91,683,2025-02-21
702245,Deepak Yadav,1986-08-23,M,LJVQO9207H,6580259755,Hyderabad,Telangana,Business,394781.22,768,2021-09-14
702246,Fathima Bose,1974-11-20,F,OLVJX6786O,8392855916,Chandigarh,Chandigarh,Retired,48705.21,719,2012-07-25
702247,Harish Mishra,1995-02-14,M,SYQYM6775Z,9713817148,Bhubaneswar,Odisha,Salaried,53745.43,514,2016-05-20
702248,Balaji Shah,1997-07-23,M,CZQKI7343C,9547476659,Kolkata,West Bengal,Salaried,18570.29,778,2016-10-14
702249,Hari Patel,1960-03-27,M,VOPXR8835C,7485704816,Chennai,Tamil Nadu,Salaried,154396.38,-1,2021-06-09
702250,Anand Perumal,1998-04-26,M,AWYAN2952M,7178437635,Surat,Gujarat,Professional,138576.57,749,2018-10-13
702251,Divya Kulkarni,1979-02-02,F,GTRUO5437M,8063504870,Kolkata,West Bengal,Salaried,52341.38,746,2013-03-10
702252,Gopal Thakur,1976-08-14,M,NBGXU7105H,8154679941,Ahmedabad,Gujarat,Professional,86264.2,720,2013-09-15
702253,Nithya Bhat,1965-07-11,F,QEIJP6947O,7598626098,Kolkata,West Bengal,Self Employed,154714.96,607,2015-05-13
702254,Shanthi Mehta,1965-06-15,F,NGFQV4140B,8742635765,Delhi,Delhi,Self Employed,77016.91,724,2021-01-01
702255,Shankar Chelladurai,1966-10-04,M,VFSET8445E,6472666085,Delhi,Delhi,Self Employed,204491.6,-1,2018-08-17
702256,Ajay Ghosh,2005-02-28,M,FHBXV3381G,7766425759,Ahmedabad,Gujarat,Salaried,172729.2,639,2010-07-12
702257,Mani Mishra,1986-02-10,M,PHWIG8775N,8125376624,Nashik,Maharashtra,Self Employed,273020.76,900,2013-07-08
702258,Sowmya Perumal,1991-12-21,F,CFZPN4640Y,9562978844,Bengaluru,Karnataka,Salaried,87413.12,651,2020-04-12
702259,Yogesh Venkatesan,1976-02-28,M,CIKSW0645H,6004895212,Surat,Gujarat,Self Employed,254665.95,568,2019-09-07
702260,Gayathri Yadav,1988-09-24,F,ARBUG3236L,7970581329,Ranchi,Jharkhand,Business,83350.71,641,2024-08-06
702261,Gopal Elumalai,1973-08-18,M,GQKNF2394M,9000996871,Kochi,Kerala,Salaried,177657.31,810,2018-10-29
702262,Indira Venkatesan,1969-11-14,F,FPCYD2277V,7107700775,Kanpur,Uttar Pradesh,Salaried,160090.68,619,2014-03-29
702263,Deepak Sharma,1979-11-02,M,YHFCF1238T,7415917061,Mumbai,Maharashtra,Self Employed,282906.35,441,2017-03-12
702264,Esther Chauhan,1988-08-20,F,NTRTQ7027Y,6450241977,Bengaluru,Karnataka,Government Employee,108157.59,813,2023-08-23
702265,Neha Bhat,1983-02-17,F,UYFOK7577A,7105679493,Kochi,Kerala,Self Employed,206668.46,705,2010-01-02
702266,Hari Shah,1969-04-14,M,QVPXU5736O,8814884274,Bengaluru,Karnataka,Salaried,110895.41,626,2011-09-28
702267,Arjun Shah,1965-11-09,M,YDBRT9236P,9699100360,Bhubaneswar,Odisha,Salaried,92056.01,742,2012-06-16
702268,Rahul Perumal,2003-09-17,M,RRLXL4390N,8083883241,Bhubaneswar,Odisha,Salaried,131775.87,586,2013-10-27
702269,Deepak Chauhan,1992-04-14,M,DFTFO8867S,9503077865,Kanpur,Uttar Pradesh,Self Employed,216347.6,562,2024-07-19
702270,Nithya Roy,2001-11-08,F,ELYIO5278M,7013957673,Delhi,Delhi,Salaried,65717.59,764,2024-10-24
702271,Jagan Verma,2004-04-05,M,AUVZA7254L,9631302721,Coimbatore,Tamil Nadu,Salaried,104580.49,625,2022-08-28
702272,Sowmya Pillai,1987-02-16,F,PNMIN1749Y,7346693302,Nashik,Maharashtra,Salaried,160865.86,724,2011-05-06
702273,Anand Murugan,1993-12-09,M,MEPIW9737C,6859360605,Kanpur,Uttar Pradesh,Business,462756.71,675,2010-05-17
702274,Farooq Bose,1961-12-31,M,SWOHA8476P,8054699134,Delhi,Delhi,Business,352179.32,753,2018-06-19
702275,Vinod Chowdhury,1964-02-01,M,BKBOO6808C,6958857337,Pune,Maharashtra,Salaried,52018.47,684,2023-08-02
702276,Chandran Chauhan,1964-10-17,M,VEVIJ9223W,9376496870,Kolkata,West Bengal,Business,79772.21,479,2022-08-10
702277,Ravi Chowdhury,1989-07-14,M,UCRUH5955R,7327622184,Hyderabad,Telangana,Business,276049.38,738,2020-11-16
702278,Lavanya Singh,1982-03-24,F,VBINP7319P,7843731286,Patna,Bihar,Self Employed,62113.81,-1,2025-04-26
702279,Hema Verma,1987-04-12,F,JOKVH1193D,9933815694,Bengaluru,Karnataka,Salaried,154412.41,629,2012-07-30
702280,Vivek Nair,1957-10-27,M,RKSAG3584H,7466966328,Bengaluru,Karnataka,Business,320647.14,757,2017-12-07
702281,Naveen Shah,1992-09-09,M,WTNUL0587R,8853897471,Chennai,Tamil Nadu,Salaried,28386.93,684,2022-01-06
702282,Shanthi Murugan,1959-03-19,F,DUWLF5790A,7008427209,Patna,Bihar,Salaried,115514.8,809,2022-09-22
702283,Hema Nambiar,1979-07-10,F,LRQLX5657B,7131721261,Chandigarh,Chandigarh,Salaried,65222.93,644,2013-08-17
702284,Divya Dutta,1989-10-03,F,BMLQI6678C,6567170382,Kanpur,Uttar Pradesh,Salaried,74188.36,478,2023-09-29
702285,Nithya Reddy,1970-08-19,F,WBWWU0817O,6476664334,Mumbai,Maharashtra,Farmer,15615.76,643,2017-08-30
702286,Pooja Murugan,1973-04-18,F,EDFCL0053D,8440233384,Madurai,Tamil Nadu,Farmer,8903.3,722,2022-03-26
702287,Meena Singh,1977-08-09,F,NZPHM5304E,7278854649,Bengaluru,Karnataka,Self Employed,241620.16,641,2012-01-25
702288,Rajesh Rana,1967-12-22,M,ILLHU1681D,6421881145,Nashik,Maharashtra,Self Employed,138668.92,629,2012-02-16
702289,Karthik Gupta,1973-07-30,M,LLRJP0826C,9845783447,Bengaluru,Karnataka,Salaried,41036.6,-1,2024-11-03
702290,Lakshmi Jadhav,2000-09-17,F,FHPCE0685V,6718270826,Hyderabad,Telangana,Government Employee,146941.95,814,2010-10-03
702291,Nitin Kumar,1975-02-05,M,PTIYE6978N,8009994418,Mumbai,Maharashtra,Business,157505.41,659,2011-07-10
702292,Bhavya Rajendran,1971-04-18,F,KBDFG7973E,9363669850,Ahmedabad,Gujarat,Self Employed,224135.92,774,2025-05-31
702293,Suresh Joshi,1984-02-26,M,DNFMU5832L,7209643103,Chennai,Tamil Nadu,Salaried,131165.16,688,2010-09-29
702294,Arun Murugan,1994-04-24,M,VJXUZ4184F,7937434067,Delhi,Delhi,Farmer,48039.99,536,2013-08-25
702295,Ramesh Rao,1988-12-05,M,KBIPV8218F,8918141738,Ranchi,Jharkhand,Salaried,131415.46,584,2021-11-22
702296,Sathish Naidu,1957-12-22,M,UIXQA9279H,9195250253,Chennai,Tamil Nadu,Government Employee,64946.76,644,2024-07-07
702297,Nitin Thakur,1991-11-08,M,OXVIJ2470Q,6750223297,Chennai,Tamil Nadu,Self Employed,281318.51,703,2020-09-21
702298,Vinod Shah,1956-12-29,M,MMPOE7099A,8543931038,Chennai,Tamil Nadu,Salaried,59174.61,596,2016-01-22
702299,Praveen Naidu,2005-02-28,M,BDJAO3042L,9704635349,Mumbai,Maharashtra,Business,182186.24,539,2020-08-10
702300,Dinesh Verma,1964-04-08,M,LSRMD9589H,7681163076,Patna,Bihar,Self Employed,93305.65,577,2017-05-24
702301,Vijay Ghosh,1961-09-09,M,PIWPN3937J,6205714772,Surat,Gujarat,Salaried,67834.54,624,2016-03-05
702302,Arjun Chelladurai,1975-08-12,M,KOURB5619I,6503580828,Bhubaneswar,Odisha,Professional,261226.68,589,2021-04-20
702303,Kavitha Desai,1986-11-16,F,KBUDO4757C,6234622971,Surat,Gujarat,Self Employed,153805.09,618,2024-03-21
702304,Ganesh Nambiar,1961-11-11,M,YFCUN9891T,6781360792,Chennai,Tamil Nadu,Business,229789.09,850,2016-06-07
702305,Arjun Banerjee,1980-04-22,M,HMIVQ5056N,7910078111,Mumbai,Maharashtra,Salaried,177655.78,700,2015-11-14
702306,Vijay Kumar,1976-06-06,M,AXUDS2153W,6397913947,Madurai,Tamil Nadu,Business,420049.95,596,2023-01-12
702307,Oviya Reddy,1994-06-09,F,FTZLC4230K,8812480326,Chennai,Tamil Nadu,Farmer,19377.31,672,2021-01-25
702308,Mani Subramaniam,1982-02-10,M,NZNKI1688U,7477020641,Chennai,Tamil Nadu,Salaried,83527.93,823,2020-06-19
702309,Jagan Elumalai,2003-02-23,M,QDCUJ7550J,8460500659,Bengaluru,Karnataka,Salaried,173429.39,735,2015-08-17
702310,Sanjay Banerjee,1957-09-15,M,BHVWT7408T,7862089751,Madurai,Tamil Nadu,Government Employee,94041.68,663,2022-02-08
702311,Divya Saha,1961-03-02,F,OTTFV6223J,9917227598,Jaipur,Rajasthan,Self Employed,173131.39,544,2022-10-24
702312,Sowmya Jadhav,1976-12-09,F,WOGER8498U,9952601077,Lucknow,Uttar Pradesh,Government Employee,111666.13,512,2010-11-19
702313,Deepak Thakur,1970-05-08,M,NJCUP7288C,7248077975,Delhi,Delhi,Self Employed,147016.54,641,2022-03-06
702314,Anjali Dutta,1969-11-09,F,WBWSZ9034M,9221986110,Ahmedabad,Gujarat,Business,162505.12,663,2019-11-02
702315,Balaji Kulkarni,1990-12-17,M,JOCRO4639I,6554993375,Ahmedabad,Gujarat,Self Employed,155583.86,519,2020-10-10
702316,Farooq Elumalai,1963-09-04,M,XDQWO2307B,6808646502,Kolkata,West Bengal,Salaried,173126.49,546,2017-10-23
702317,Chandran Chowdhury,1980-05-28,M,UUTJP6562E,8781746417,Nashik,Maharashtra,Salaried,142165.07,669,2017-05-14
702318,Fathima Thakur,1991-12-01,F,LVCHK6648A,8629115270,Bengaluru,Karnataka,Salaried,34255.79,-1,2013-07-14
702319,Ganesh Iyengar,1999-10-20,M,IAXRX5146H,7732785474,Chennai,Tamil Nadu,Salaried,100231.96,462,2016-04-02
702320,Gopal Sen,1968-07-18,M,SHFNW3619M,8592453856,Mumbai,Maharashtra,Salaried,108882.73,509,2024-06-10
702321,Fathima Naidu,1987-02-16,F,CYLEO7218K,7234114394,Kolkata,West Bengal,Business,210466.35,668,2015-11-27
702322,Uma Sharma,1962-07-16,F,EGICT1821C,9674504077,Mumbai,Maharashtra,Professional,355207.76,726,2023-10-21
702323,Oviya Rajendran,1957-11-01,F,YTYEO0316L,6817183126,Kanpur,Uttar Pradesh,Retired,41815.77,703,2014-02-19
702324,Yamuna Balasubramanian,1995-04-26,F,OJQDC7568C,9850069355,Nashik,Maharashtra,Salaried,49495.69,768,2010-02-21
702325,Sangeetha Jadhav,1997-12-12,F,GABHG3656X,9365685363,Ranchi,Jharkhand,Salaried,168947.66,823,2025-02-24
702326,Malathi Das,1962-03-16,F,PEAOK0740Z,9447561246,Pune,Maharashtra,Self Employed,74955.36,758,2013-10-03
702327,Vinod Gupta,2005-01-18,M,HNIWY9530T,9608821413,Kanpur,Uttar Pradesh,Self Employed,216029.85,648,2023-09-27
702328,Kumar Murugan,2004-02-05,M,SDPCG1778L,7225339856,Kolkata,West Bengal,Self Employed,17465.18,875,2020-03-30
702329,Prakash Singh,1961-08-24,M,DPGAU5180E,8555535301,Mumbai,Maharashtra,Government Employee,64324.98,-1,2019-08-08
702330,Rajini Bhat,1969-09-26,F,MNINU4820R,8014510097,Kanpur,Uttar Pradesh,Salaried,47292.09,833,2018-05-17
702331,Suresh Ghosh,2004-03-23,M,KUFLJ1672B,7605686982,Mumbai,Maharashtra,Salaried,26881.92,-1,2024-04-11
702332,Dinesh Menon,1977-04-17,M,RLUNY6854P,8228089319,Bhubaneswar,Odisha,Self Employed,79574.78,762,2023-08-24
702333,Deepa Tiwari,2004-03-19,F,SEADZ2002P,8101575141,Hyderabad,Telangana,Salaried,145979.63,596,2012-09-02
702334,Ashok Chowdhury,1956-11-23,M,HSAKN4232I,7675513419,Kolkata,West Bengal,Government Employee,29578.96,711,2020-02-13
702335,Ganesh Krishnan,1989-09-11,M,CKXBI8835N,8766311403,Kochi,Kerala,Salaried,164778.98,-1,2011-07-14
702336,Arun Krishnan,2004-12-15,M,PWQZK3447U,8932753091,Ranchi,Jharkhand,Salaried,20331.28,474,2016-10-15
702337,Hari Bose,1998-09-13,M,ZXONQ6739R,6805177792,Jaipur,Rajasthan,Salaried,89146.15,642,2025-02-19
702338,Rekha Chauhan,1981-07-21,F,TDGFS7742Q,9037788651,Surat,Gujarat,Self Employed,118227.57,437,2018-12-25
702339,Sunil Iyengar,2002-07-31,M,ZWIWX1018I,8250423527,Pune,Maharashtra,Business,63002.87,634,2010-03-29
702340,Kalpana Chowdhury,1985-07-20,F,HKMGJ6290I,8689682270,Lucknow,Uttar Pradesh,Self Employed,292406.45,771,2018-01-30
702341,Yamuna Murugan,1980-06-29,F,JXVWU7519E,9477385625,Coimbatore,Tamil Nadu,Business,69212.3,675,2012-12-01
702342,Anand Venkatesan,1991-04-04,M,JMYQY1673L,7677314618,Coimbatore,Tamil Nadu,Self Employed,263973.53,827,2013-11-09
702343,Prakash Ghosh,1989-03-11,M,WOQSZ8814A,7275747399,Kochi,Kerala,Salaried,135242.12,674,2017-09-26
702344,Malathi Nair,1978-02-09,F,OWCXK3482U,9161397835,Mumbai,Maharashtra,Salaried,88109.18,684,2014-11-18
702345,Mani Naidu,1975-11-24,M,JKICG1820Y,8446691625,Madurai,Tamil Nadu,Self Employed,76456.57,645,2023-10-27
702346,Arun Desai,1993-01-28,M,HVBNE1976H,8876372624,Mumbai,Maharashtra,Salaried,123101.72,725,2012-07-06
702347,Senthil Reddy,2003-08-22,M,SNEUG4885P,6413298598,Ahmedabad,Gujarat,Farmer,30991.07,-1,2023-01-16
702348,Madhavi Menon,1976-07-23,F,YCRXS2828P,7592555381,Surat,Gujarat,Salaried,97059.63,671,2022-02-25
702349,Esther Rao,1963-03-19,F,PZNXS3127U,9824703093,Lucknow,Uttar Pradesh,Self Employed,281654.67,788,2017-02-22
702350,Padma Saha,1997-01-09,F,MLXXT6179B,7176311301,Kochi,Kerala,Self Employed,119094.59,828,2020-06-25
702351,Vidya Venkatesan,1973-03-30,F,EOHXC4168V,9452389701,Kochi,Kerala,Salaried,69703.51,710,2024-10-11
702352,Gokul Das,1963-04-16,M,PYDGU1389L,8393306672,Lucknow,Uttar Pradesh,Salaried,125640.55,568,2018-10-28
702353,Abhishek Nair,1979-06-23,M,DNWKT7833P,8796928759,Delhi,Delhi,Salaried,137467.05,728,2017-02-04
702354,Ajay Ghosh,1972-07-13,M,DWGKJ5515Z,7888628150,Kanpur,Uttar Pradesh,Self Employed,59861.67,803,2025-05-25
702355,Balaji Mehta,1994-03-25,M,ZLSVS9990B,8549685413,Coimbatore,Tamil Nadu,Farmer,32833.75,737,2022-01-20
702356,Arjun Dutta,1980-09-30,M,EECLN6236W,8383171986,Surat,Gujarat,Self Employed,202253.36,703,2014-08-19
702357,Rajini Shah,1961-10-05,F,YAXHC7782F,6134211219,Bengaluru,Karnataka,Self Employed,46704.51,764,2017-05-15
702358,Arun Pillai,1964-04-25,M,GNTBT8361T,8291015078,Chandigarh,Chandigarh,Business,242758.24,800,2017-04-13
702359,Radha Singh,2003-01-06,F,DPMNW3684P,6984287643,Chennai,Tamil Nadu,Salaried,137495.89,427,2020-08-04
702360,Rajesh Kulkarni,1974-09-24,M,ICREN7726A,7156337941,Kolkata,West Bengal,Self Employed,239929.29,819,2019-06-27
702361,Yogesh Thakur,1975-10-30,M,QIQTA9258D,6341536197,Kolkata,West Bengal,Self Employed,157586.62,749,2019-11-15
702362,Dilip Sen,1997-08-01,M,HFJLZ8102Y,7356962013,Kolkata,West Bengal,Salaried,67350.25,-1,2024-10-22
702363,Nitin Iyengar,1956-12-17,M,AIVMA6232K,9679776336,Chennai,Tamil Nadu,Salaried,66408.07,721,2015-12-03
702364,Vani Reddy,1975-10-16,F,OUJYA0199L,6184210168,Chennai,Tamil Nadu,Self Employed,148088.74,622,2010-09-22
702365,Aishwarya Chelladurai,1978-05-11,F,VPMHW4562R,9614280175,Madurai,Tamil Nadu,Professional,313559.26,697,2018-04-26
702366,Shankar Elumalai,1992-04-19,M,AZEKC9910K,6126515820,Chennai,Tamil Nadu,Government Employee,149977.54,733,2011-02-12
702367,Janani Mishra,1958-05-20,F,ASLOQ4124A,7418968720,Kolkata,West Bengal,Salaried,44714.39,534,2011-04-18
702368,Sanjay Chelladurai,1992-08-02,M,CBKPR9908W,9329238382,Delhi,Delhi,Salaried,46132.79,746,2017-03-26
702369,Karthik Pillai,1990-09-29,M,ENZVU8235Z,7976683134,Delhi,Delhi,Salaried,21883.56,682,2019-11-20
702370,Vijay Pandey,1973-04-22,M,TYHIN2852H,9488348041,Delhi,Delhi,Self Employed,115860.25,815,2024-12-27
702371,Sandeep Nambiar,1970-04-10,M,OODLS2121D,9710636003,Delhi,Delhi,Salaried,58666.62,739,2010-09-27
702372,Oviya Pillai,1987-11-08,F,UIMTJ7327P,8550537081,Mumbai,Maharashtra,Salaried,152082.3,-1,2013-12-21
702373,Shankar Dutta,1971-12-07,M,MSNTM2073A,8869465953,Kochi,Kerala,Business,357603.33,658,2012-04-15
702374,Vidya Rao,1992-07-13,F,FJWXN0627V,7164875190,Kanpur,Uttar Pradesh,Self Employed,34170.81,680,2013-08-20
702375,Suresh Yadav,1987-09-03,M,VNDIQ4761W,7528220524,Ranchi,Jharkhand,Salaried,61423.6,736,2021-06-28
702376,Bhavya Kulkarni,1976-04-26,F,NTVSJ7725A,8459434429,Nashik,Maharashtra,Business,81699.59,689,2018-08-22
702377,Jagan Pandey,2000-07-31,M,ULJAZ7460B,9885330768,Kolkata,West Bengal,Salaried,37556.73,727,2019-08-20
702378,Dilip Chelladurai,1983-05-08,M,WUWPZ8665X,7508897808,Patna,Bihar,Salaried,84172.83,607,2015-07-01
702379,Sangeetha Bhat,1983-12-06,F,BRIDV8981P,8300513364,Delhi,Delhi,Salaried,27517.96,557,2021-12-22
702380,Janani Rajendran,2004-02-09,F,MQVOU6051S,6041712197,Chennai,Tamil Nadu,Farmer,9052.86,621,2015-03-21
702381,Gopal Reddy,1985-09-17,M,LMOZX0101F,9778806162,Ahmedabad,Gujarat,Salaried,120699.83,539,2013-12-29
702382,Pankaj Nair,1993-10-07,M,OPIJW7648E,6674975824,Kolkata,West Bengal,Business,445452.38,601,2019-05-23
702383,Hema Naidu,1982-11-18,F,IBRVP2559L,9016987401,Chennai,Tamil Nadu,Salaried,56299.67,709,2022-03-31
702384,Priya Subramaniam,1988-06-04,F,JNVPB5994Y,8619543676,Hyderabad,Telangana,Self Employed,102403.04,520,2014-12-24
